A,B,C,D,AVERAGE
897.0,721.0,388.0,289.0,573.75
842.0,714.0,668.0,683.0,726.75
809.0,994.0,369.0,761.0,733.25
753.0,931.0,3.0,806.0,623.25
772.0,458.0,781.0,641.0,663.0
567.0,614.0,146.0,629.0,489.0
488.0,216.0,107.0,598.0,352.25
832.0,146.0,494.0,479.0,487.75
47.0,221.0,677.0,125.0,267.5
786.0,140.0,553.0,813.0,573.0
465.0,341.0,843.0,412.0,515.25
305.0,937.0,28.0,615.0,471.25
784.0,742.0,581.0,684.0,697.75
562.0,95.0,312.0,198.0,291.75
260.0,327.0,450.0,613.0,412.5
275.0,27.0,829.0,538.0,417.25
20.0,673.0,808.0,479.0,495.0
474.0,327.0,568.0,813.0,545.5
783.0,526.0,392.0,46.0,436.75
71.0,878.0,954.0,381.0,571.0
647.0,308.0,902.0,248.0,526.25
586.0,874.0,64.0,197.0,430.25
652.0,388.0,826.0,16.0,470.5
405.0,707.0,682.0,43.0,459.25
424.0,412.0,938.0,476.0,562.5
244.0,825.0,695.0,548.0,578.0
185.0,556.0,696.0,715.0,538.0
292.0,107.0,503.0,550.0,363.0
313.0,636.0,605.0,950.0,626.0
168.0,112.0,397.0,41.0,179.5
140.0,14.0,323.0,449.0,231.5
996.0,939.0,673.0,421.0,757.25
89.0,153.0,240.0,457.0,234.75
344.0,849.0,774.0,411.0,594.5
359.0,360.0,845.0,366.0,482.5
180.0,853.0,106.0,571.0,427.5
413.0,872.0,108.0,396.0,447.25
899.0,758.0,821.0,904.0,845.5
137.0,469.0,585.0,323.0,378.5
54.0,493.0,339.0,580.0,366.5
704.0,813.0,614.0,90.0,555.25
475.0,265.0,885.0,310.0,483.75
923.0,524.0,517.0,116.0,520.0
66.0,726.0,318.0,908.0,504.5
630.0,740.0,948.0,881.0,799.75
714.0,258.0,202.0,506.0,420.0
434.0,580.0,255.0,139.0,352.0
282.0,72.0,434.0,82.0,217.5
219.0,935.0,313.0,499.0,491.5
602.0,37.0,261.0,484.0,346.0
918.0,908.0,575.0,289.0,672.5
315.0,614.0,11.0,24.0,241.0
340.0,764.0,286.0,43.0,358.25
372.0,389.0,590.0,306.0,414.25
134.0,154.0,878.0,857.0,505.75
973.0,448.0,21.0,179.0,405.25
511.0,868.0,342.0,810.0,632.75
706.0,112.0,66.0,622.0,376.5
112.0,787.0,318.0,303.0,380.0
679.0,281.0,660.0,738.0,589.5
264.0,904.0,708.0,390.0,566.5
873.0,115.0,321.0,542.0,462.75
808.0,820.0,87.0,551.0,566.5
486.0,970.0,918.0,1.0,593.75
1.0,480.0,728.0,327.0,384.0
469.0,314.0,98.0,946.0,456.75
629.0,301.0,946.0,633.0,627.25
528.0,353.0,565.0,68.0,378.5
539.0,799.0,370.0,862.0,642.5
23.0,846.0,977.0,266.0,528.0
626.0,599.0,128.0,230.0,395.75
665.0,470.0,924.0,938.0,749.25
224.0,634.0,9.0,499.0,341.5
850.0,675.0,845.0,439.0,702.25
773.0,258.0,333.0,24.0,347.0
90.0,741.0,47.0,108.0,246.5
533.0,707.0,470.0,535.0,561.25
137.0,633.0,624.0,547.0,485.25
735.0,693.0,20.0,829.0,569.25
542.0,933.0,788.0,585.0,712.0
920.0,364.0,323.0,964.0,642.75
538.0,127.0,102.0,186.0,238.25
746.0,517.0,569.0,171.0,500.75
584.0,394.0,317.0,338.0,408.25
454.0,533.0,398.0,441.0,456.5
158.0,243.0,542.0,228.0,292.75
820.0,131.0,987.0,593.0,632.75
60.0,831.0,424.0,288.0,400.75
724.0,180.0,806.0,940.0,662.5
556.0,515.0,308.0,528.0,476.75
579.0,753.0,222.0,538.0,523.0
876.0,774.0,583.0,704.0,734.25
951.0,695.0,915.0,16.0,644.25
579.0,118.0,996.0,404.0,524.25
691.0,752.0,552.0,214.0,552.25
661.0,648.0,831.0,61.0,550.25
189.0,326.0,644.0,629.0,447.0
302.0,961.0,306.0,919.0,622.0
614.0,23.0,450.0,196.0,320.75
67.0,910.0,921.0,723.0,655.25
748.0,713.0,653.0,902.0,754.0
472.0,452.0,386.0,65.0,343.75
860.0,505.0,989.0,433.0,696.75
670.0,998.0,389.0,950.0,751.75
958.0,438.0,239.0,160.0,448.75
29.0,212.0,918.0,430.0,397.25
426.0,320.0,446.0,667.0,464.75
730.0,505.0,421.0,896.0,638.0
35.0,680.0,133.0,491.0,334.75
612.0,995.0,723.0,729.0,764.75
718.0,527.0,480.0,476.0,550.25
208.0,876.0,720.0,140.0,486.0
566.0,895.0,875.0,557.0,723.25
250.0,917.0,631.0,120.0,479.5
90.0,492.0,283.0,715.0,395.0
792.0,183.0,65.0,551.0,397.75
881.0,725.0,874.0,828.0,827.0
619.0,933.0,128.0,843.0,630.75
331.0,686.0,371.0,671.0,514.75
945.0,201.0,19.0,25.0,297.5
360.0,476.0,721.0,755.0,578.0
235.0,486.0,841.0,487.0,512.25
545.0,762.0,705.0,910.0,730.5
381.0,692.0,375.0,916.0,591.0
753.0,847.0,975.0,477.0,763.0
560.0,412.0,720.0,312.0,501.0
639.0,993.0,469.0,731.0,708.0
113.0,178.0,581.0,678.0,387.5
224.0,525.0,229.0,586.0,391.0
124.0,166.0,948.0,526.0,441.0
247.0,779.0,249.0,697.0,493.0
202.0,366.0,788.0,320.0,419.0
44.0,872.0,953.0,224.0,523.25
792.0,569.0,40.0,324.0,431.25
925.0,477.0,233.0,768.0,600.75
630.0,799.0,275.0,850.0,638.5
312.0,252.0,541.0,68.0,293.25
177.0,121.0,54.0,312.0,166.0
158.0,506.0,239.0,487.0,347.5
806.0,636.0,241.0,749.0,608.0
82.0,769.0,480.0,635.0,491.5
311.0,439.0,964.0,961.0,668.75
776.0,862.0,304.0,664.0,651.5
300.0,190.0,840.0,694.0,506.0
939.0,118.0,367.0,909.0,583.25
942.0,341.0,257.0,106.0,411.5
929.0,944.0,659.0,234.0,691.5
460.0,639.0,352.0,703.0,538.5
355.0,297.0,429.0,391.0,368.0
278.0,368.0,630.0,134.0,352.5
354.0,916.0,845.0,614.0,682.25
116.0,843.0,234.0,781.0,493.5
918.0,97.0,69.0,88.0,293.0
894.0,647.0,8.0,324.0,468.25
13.0,271.0,501.0,488.0,318.25
76.0,333.0,239.0,280.0,232.0
537.0,916.0,638.0,958.0,762.25
978.0,905.0,518.0,346.0,686.75
771.0,435.0,138.0,219.0,390.75
948.0,182.0,546.0,547.0,555.75
550.0,471.0,305.0,481.0,451.75
902.0,479.0,988.0,882.0,812.75
133.0,686.0,575.0,492.0,471.5
557.0,237.0,326.0,821.0,485.25
119.0,68.0,376.0,306.0,217.25
658.0,568.0,872.0,361.0,614.75
672.0,442.0,536.0,210.0,465.0
866.0,86.0,667.0,547.0,541.5
386.0,377.0,14.0,19.0,199.0
338.0,77.0,331.0,92.0,209.5
341.0,787.0,641.0,867.0,659.0
181.0,461.0,355.0,775.0,443.0
789.0,714.0,743.0,111.0,589.25
504.0,742.0,337.0,488.0,517.75
847.0,246.0,28.0,578.0,424.75
570.0,26.0,44.0,389.0,257.25
49.0,967.0,500.0,241.0,439.25
865.0,998.0,200.0,272.0,583.75
125.0,927.0,784.0,51.0,471.75
683.0,756.0,228.0,653.0,580.0
171.0,851.0,75.0,464.0,390.25
835.0,868.0,291.0,913.0,726.75
817.0,47.0,648.0,993.0,626.25
996.0,985.0,748.0,679.0,852.0
232.0,689.0,300.0,453.0,418.5
150.0,696.0,378.0,279.0,375.75
182.0,651.0,425.0,494.0,438.0
399.0,826.0,10.0,229.0,366.0
78.0,245.0,669.0,538.0,382.5
273.0,251.0,281.0,947.0,438.0
621.0,316.0,441.0,936.0,578.5
18.0,76.0,282.0,990.0,341.5
995.0,987.0,281.0,56.0,579.75
99.0,605.0,897.0,161.0,440.5
439.0,844.0,965.0,690.0,734.5
24.0,972.0,459.0,189.0,411.0
894.0,253.0,605.0,654.0,601.5
59.0,188.0,80.0,55.0,95.5
174.0,331.0,176.0,800.0,370.25
991.0,11.0,54.0,55.0,277.75
938.0,569.0,778.0,800.0,771.25
45.0,523.0,930.0,487.0,496.25
964.0,459.0,497.0,422.0,585.5
802.0,221.0,819.0,849.0,672.75
840.0,19.0,677.0,909.0,611.25
845.0,708.0,735.0,462.0,687.5
457.0,602.0,821.0,417.0,574.25
888.0,510.0,883.0,238.0,629.75
212.0,68.0,130.0,500.0,227.5
322.0,155.0,77.0,562.0,279.0
272.0,559.0,406.0,545.0,445.5
759.0,831.0,553.0,4.0,536.75
567.0,462.0,119.0,28.0,294.0
999.0,456.0,628.0,889.0,743.0
610.0,852.0,324.0,222.0,502.0
789.0,700.0,731.0,691.0,727.75
12.0,547.0,611.0,739.0,477.25
802.0,659.0,701.0,432.0,648.5
237.0,190.0,232.0,960.0,404.75
916.0,772.0,174.0,920.0,695.5
841.0,685.0,425.0,356.0,576.75
826.0,568.0,471.0,703.0,642.0
180.0,498.0,969.0,43.0,422.5
219.0,481.0,11.0,637.0,337.0
964.0,356.0,823.0,220.0,590.75
298.0,593.0,207.0,253.0,337.75
846.0,770.0,484.0,683.0,695.75
88.0,375.0,254.0,518.0,308.75
902.0,950.0,961.0,943.0,939.0
16.0,697.0,797.0,869.0,594.75
233.0,345.0,573.0,142.0,323.25
612.0,935.0,460.0,492.0,624.75
441.0,880.0,917.0,770.0,752.0
470.0,404.0,362.0,469.0,426.25
703.0,894.0,576.0,969.0,785.5
341.0,97.0,467.0,589.0,373.5
210.0,85.0,91.0,992.0,344.5
286.0,394.0,952.0,287.0,479.75
496.0,790.0,38.0,566.0,472.5
890.0,335.0,75.0,777.0,519.25
576.0,574.0,789.0,875.0,703.5
137.0,334.0,872.0,108.0,362.75
178.0,137.0,981.0,489.0,446.25
30.0,843.0,762.0,521.0,539.0
699.0,889.0,327.0,466.0,595.25
11.0,769.0,397.0,729.0,476.5
156.0,807.0,684.0,833.0,620.0
531.0,265.0,732.0,54.0,395.5
814.0,712.0,223.0,656.0,601.25
884.0,855.0,149.0,0.0,472.0
919.0,270.0,240.0,309.0,434.5
130.0,369.0,811.0,352.0,415.5
245.0,305.0,5.0,551.0,276.5
178.0,961.0,777.0,977.0,723.25
484.0,524.0,860.0,212.0,520.0
857.0,335.0,357.0,414.0,490.75
928.0,62.0,345.0,526.0,465.25
321.0,566.0,285.0,541.0,428.25
585.0,49.0,886.0,749.0,567.25
926.0,269.0,773.0,560.0,632.0
742.0,589.0,104.0,608.0,510.75
334.0,980.0,589.0,790.0,673.25
985.0,845.0,576.0,531.0,734.25
960.0,297.0,312.0,73.0,410.5
335.0,503.0,890.0,142.0,467.5
699.0,588.0,280.0,71.0,409.5
625.0,752.0,49.0,119.0,386.25
583.0,235.0,331.0,944.0,523.25
993.0,471.0,396.0,464.0,581.0
41.0,278.0,372.0,677.0,342.0
463.0,495.0,402.0,143.0,375.75
649.0,595.0,654.0,692.0,647.5
388.0,377.0,744.0,839.0,587.0
934.0,850.0,415.0,301.0,625.0
17.0,760.0,317.0,382.0,369.0
987.0,835.0,70.0,843.0,683.75
312.0,748.0,796.0,608.0,616.0
673.0,223.0,270.0,615.0,445.25
367.0,973.0,371.0,132.0,460.75
128.0,863.0,959.0,405.0,588.75
719.0,689.0,947.0,38.0,598.25
488.0,183.0,334.0,194.0,299.75
950.0,509.0,437.0,209.0,526.25
401.0,626.0,534.0,694.0,563.75
855.0,609.0,961.0,622.0,761.75
902.0,277.0,179.0,703.0,515.25
962.0,933.0,374.0,898.0,791.75
467.0,960.0,539.0,545.0,627.75
241.0,5.0,258.0,753.0,314.25
636.0,847.0,598.0,145.0,556.5
421.0,448.0,263.0,620.0,438.0
96.0,86.0,318.0,96.0,149.0
486.0,481.0,687.0,899.0,638.25
650.0,432.0,474.0,941.0,624.25
11.0,814.0,226.0,278.0,332.25
479.0,569.0,445.0,43.0,384.0
162.0,527.0,332.0,182.0,300.75
846.0,226.0,416.0,726.0,553.5
338.0,5.0,382.0,42.0,191.75
833.0,535.0,258.0,984.0,652.5
638.0,748.0,272.0,963.0,655.25
835.0,695.0,491.0,799.0,705.0
836.0,20.0,989.0,683.0,632.0
545.0,796.0,435.0,214.0,497.5
552.0,406.0,928.0,880.0,691.5
456.0,385.0,631.0,456.0,482.0
640.0,370.0,789.0,747.0,636.5
442.0,968.0,13.0,911.0,583.5
611.0,342.0,772.0,485.0,552.5
667.0,378.0,369.0,835.0,562.25
429.0,658.0,974.0,89.0,537.5
426.0,563.0,924.0,883.0,699.0
309.0,706.0,149.0,240.0,351.0
793.0,988.0,920.0,606.0,826.75
753.0,515.0,202.0,704.0,543.5
79.0,639.0,19.0,300.0,259.25
880.0,747.0,585.0,901.0,778.25
608.0,808.0,508.0,387.0,577.75
84.0,897.0,42.0,658.0,420.25
744.0,690.0,816.0,216.0,616.5
625.0,891.0,452.0,834.0,700.5
579.0,805.0,199.0,194.0,444.25
874.0,308.0,577.0,448.0,551.75
833.0,61.0,242.0,184.0,330.0
102.0,910.0,42.0,129.0,295.75
230.0,317.0,977.0,668.0,548.0
806.0,143.0,535.0,250.0,433.5
401.0,370.0,858.0,532.0,540.25
587.0,356.0,899.0,141.0,495.75
673.0,751.0,658.0,740.0,705.5
745.0,244.0,931.0,713.0,658.25
140.0,655.0,866.0,582.0,560.75
893.0,313.0,860.0,286.0,588.0
201.0,63.0,751.0,303.0,329.5
682.0,861.0,49.0,323.0,478.75
176.0,438.0,567.0,570.0,437.75
837.0,329.0,459.0,654.0,569.75
102.0,937.0,18.0,746.0,450.75
85.0,570.0,609.0,795.0,514.75
881.0,106.0,268.0,288.0,385.75
172.0,820.0,616.0,839.0,611.75
920.0,860.0,159.0,905.0,711.0
657.0,603.0,739.0,302.0,575.25
707.0,632.0,919.0,475.0,683.25
856.0,692.0,28.0,575.0,537.75
364.0,205.0,942.0,637.0,537.0
844.0,190.0,1.0,883.0,479.5
64.0,261.0,312.0,339.0,244.0
205.0,290.0,669.0,246.0,352.5
682.0,489.0,657.0,662.0,622.5
691.0,971.0,165.0,26.0,463.25
736.0,314.0,788.0,759.0,649.25
756.0,774.0,660.0,916.0,776.5
407.0,412.0,95.0,32.0,236.5
983.0,565.0,974.0,394.0,729.0
303.0,807.0,806.0,806.0,680.5
976.0,548.0,422.0,989.0,733.75
500.0,933.0,808.0,558.0,699.75
583.0,438.0,917.0,655.0,648.25
403.0,203.0,176.0,35.0,204.25
665.0,471.0,55.0,878.0,517.25
786.0,316.0,760.0,618.0,620.0
736.0,963.0,448.0,472.0,654.75
848.0,72.0,728.0,437.0,521.25
574.0,535.0,996.0,505.0,652.5
756.0,549.0,96.0,24.0,356.25
682.0,288.0,853.0,914.0,684.25
740.0,554.0,823.0,357.0,618.5
566.0,978.0,570.0,951.0,766.25
9.0,395.0,502.0,455.0,340.25
684.0,732.0,827.0,937.0,795.0
505.0,568.0,602.0,252.0,481.75
788.0,115.0,532.0,405.0,460.0
871.0,698.0,402.0,895.0,716.5
714.0,353.0,491.0,836.0,598.5
850.0,947.0,609.0,335.0,685.25
714.0,888.0,290.0,690.0,645.5
748.0,531.0,626.0,430.0,583.75
53.0,939.0,167.0,270.0,357.25
213.0,426.0,744.0,834.0,554.25
470.0,345.0,728.0,922.0,616.25
185.0,116.0,168.0,807.0,319.0
7.0,4.0,790.0,877.0,419.5
830.0,126.0,583.0,426.0,491.25
296.0,49.0,473.0,140.0,239.5
241.0,989.0,526.0,41.0,449.25
96.0,401.0,705.0,988.0,547.5
589.0,967.0,801.0,395.0,688.0
220.0,899.0,247.0,969.0,583.75
119.0,645.0,948.0,779.0,622.75
257.0,443.0,188.0,802.0,422.5
610.0,408.0,685.0,583.0,571.5
935.0,35.0,60.0,553.0,395.75
472.0,957.0,126.0,67.0,405.5
987.0,924.0,877.0,811.0,899.75
536.0,909.0,385.0,965.0,698.75
29.0,142.0,403.0,322.0,224.0
111.0,197.0,651.0,642.0,400.25
735.0,74.0,583.0,363.0,438.75
710.0,357.0,484.0,282.0,458.25
475.0,668.0,800.0,989.0,733.0
687.0,143.0,136.0,626.0,398.0
735.0,76.0,681.0,896.0,597.0
53.0,90.0,655.0,597.0,348.75
340.0,314.0,430.0,240.0,331.0
439.0,577.0,623.0,225.0,466.0
726.0,210.0,483.0,197.0,404.0
360.0,425.0,213.0,66.0,266.0
425.0,941.0,570.0,905.0,710.25
921.0,552.0,972.0,476.0,730.25
449.0,370.0,493.0,523.0,458.75
840.0,23.0,778.0,762.0,600.75
226.0,442.0,440.0,595.0,425.75
119.0,481.0,529.0,911.0,510.0
545.0,631.0,662.0,340.0,544.5
808.0,590.0,733.0,771.0,725.5
865.0,406.0,783.0,812.0,716.5
219.0,728.0,701.0,964.0,653.0
411.0,933.0,293.0,4.0,410.25
694.0,907.0,198.0,678.0,619.25
146.0,595.0,812.0,12.0,391.25
573.0,598.0,856.0,903.0,732.5
198.0,672.0,722.0,484.0,519.0
74.0,847.0,721.0,639.0,570.25
803.0,77.0,860.0,431.0,542.75
843.0,459.0,248.0,852.0,600.5
866.0,381.0,526.0,931.0,676.0
721.0,728.0,815.0,941.0,801.25
32.0,163.0,586.0,593.0,343.5
408.0,224.0,961.0,377.0,492.5
797.0,253.0,629.0,831.0,627.5
481.0,625.0,374.0,858.0,584.5
128.0,503.0,322.0,453.0,351.5
456.0,194.0,754.0,645.0,512.25
449.0,519.0,275.0,206.0,362.25
825.0,65.0,264.0,89.0,310.75
951.0,816.0,628.0,224.0,654.75
386.0,854.0,148.0,911.0,574.75
293.0,568.0,215.0,324.0,350.0
427.0,645.0,665.0,668.0,601.25
838.0,256.0,945.0,953.0,748.0
738.0,181.0,862.0,491.0,568.0
183.0,47.0,191.0,564.0,246.25
425.0,173.0,980.0,653.0,557.75
772.0,886.0,801.0,816.0,818.75
518.0,395.0,368.0,116.0,349.25
105.0,915.0,900.0,108.0,507.0
315.0,853.0,448.0,269.0,471.25
537.0,973.0,603.0,117.0,557.5
798.0,784.0,40.0,919.0,635.25
408.0,951.0,504.0,485.0,587.0
742.0,280.0,267.0,723.0,503.0
687.0,281.0,537.0,96.0,400.25
899.0,849.0,606.0,893.0,811.75
45.0,457.0,693.0,273.0,367.0
18.0,11.0,605.0,699.0,333.25
828.0,189.0,297.0,339.0,413.25
387.0,833.0,308.0,303.0,457.75
388.0,52.0,432.0,3.0,218.75
820.0,112.0,112.0,896.0,485.0
814.0,692.0,968.0,481.0,738.75
901.0,307.0,200.0,686.0,523.5
810.0,559.0,345.0,870.0,646.0
164.0,570.0,286.0,863.0,470.75
128.0,584.0,654.0,898.0,566.0
432.0,116.0,460.0,99.0,276.75
77.0,838.0,153.0,528.0,399.0
649.0,330.0,904.0,462.0,586.25
442.0,544.0,747.0,33.0,441.5
965.0,123.0,802.0,669.0,639.75
234.0,523.0,842.0,90.0,422.25
549.0,805.0,107.0,710.0,542.75
473.0,220.0,925.0,197.0,453.75
869.0,67.0,332.0,636.0,476.0
68.0,636.0,842.0,970.0,629.0
282.0,599.0,377.0,282.0,385.0
493.0,96.0,733.0,702.0,506.0
140.0,966.0,210.0,754.0,517.5
353.0,14.0,89.0,859.0,328.75
872.0,9.0,281.0,412.0,393.5
605.0,979.0,990.0,300.0,718.5
131.0,126.0,452.0,899.0,402.0
185.0,841.0,647.0,458.0,532.75
485.0,592.0,969.0,75.0,530.25
677.0,252.0,544.0,621.0,523.5
717.0,611.0,168.0,221.0,429.25
186.0,943.0,791.0,163.0,520.75
671.0,818.0,994.0,714.0,799.25
702.0,813.0,499.0,733.0,686.75
614.0,528.0,4.0,765.0,477.75
106.0,556.0,672.0,614.0,487.0
900.0,817.0,592.0,153.0,615.5
848.0,251.0,27.0,912.0,509.5
857.0,135.0,308.0,142.0,360.5
234.0,207.0,97.0,536.0,268.5
559.0,94.0,264.0,233.0,287.5
340.0,794.0,261.0,109.0,376.0
423.0,779.0,261.0,794.0,564.25
20.0,612.0,198.0,338.0,292.0
903.0,461.0,50.0,853.0,566.75
634.0,824.0,46.0,806.0,577.5
672.0,568.0,500.0,968.0,677.0
735.0,873.0,588.0,994.0,797.5
106.0,263.0,45.0,364.0,194.5
673.0,830.0,703.0,870.0,769.0
537.0,210.0,256.0,420.0,355.75
959.0,515.0,445.0,322.0,560.25
792.0,402.0,980.0,631.0,701.25
852.0,621.0,342.0,420.0,558.75
736.0,479.0,181.0,976.0,593.0
762.0,965.0,390.0,168.0,571.25
681.0,356.0,173.0,28.0,309.5
228.0,834.0,374.0,9.0,361.25
303.0,612.0,6.0,66.0,246.75
910.0,663.0,385.0,115.0,518.25
711.0,942.0,836.0,658.0,786.75
842.0,470.0,703.0,511.0,631.5
803.0,192.0,147.0,141.0,320.75
408.0,177.0,632.0,919.0,534.0
199.0,266.0,103.0,404.0,243.0
216.0,701.0,452.0,219.0,397.0
285.0,602.0,993.0,667.0,636.75
168.0,898.0,556.0,487.0,527.25
43.0,2.0,581.0,591.0,304.25
745.0,690.0,768.0,646.0,712.25
709.0,780.0,984.0,398.0,717.75
336.0,872.0,503.0,690.0,600.25
224.0,93.0,753.0,935.0,501.25
317.0,914.0,902.0,775.0,727.0
838.0,723.0,342.0,476.0,594.75
78.0,737.0,971.0,242.0,507.0
11.0,878.0,259.0,640.0,447.0
281.0,294.0,846.0,780.0,550.25
161.0,373.0,551.0,58.0,285.75
647.0,589.0,316.0,108.0,415.0
811.0,417.0,59.0,423.0,427.5
361.0,680.0,446.0,683.0,542.5
590.0,707.0,644.0,298.0,559.75
927.0,821.0,468.0,740.0,739.0
475.0,774.0,326.0,644.0,554.75
885.0,158.0,715.0,184.0,485.5
451.0,323.0,123.0,585.0,370.5
621.0,693.0,307.0,775.0,599.0
47.0,649.0,206.0,197.0,274.75
955.0,602.0,645.0,49.0,562.75
164.0,636.0,248.0,177.0,306.25
334.0,540.0,289.0,425.0,397.0
170.0,476.0,259.0,222.0,281.75
400.0,610.0,606.0,789.0,601.25
546.0,208.0,752.0,621.0,531.75
6.0,612.0,912.0,828.0,589.5
940.0,636.0,5.0,566.0,536.75
919.0,246.0,419.0,226.0,452.5
732.0,547.0,362.0,106.0,436.75
838.0,411.0,234.0,9.0,373.0
504.0,805.0,39.0,351.0,424.75
931.0,585.0,884.0,336.0,684.0
405.0,953.0,957.0,772.0,771.75
159.0,888.0,977.0,119.0,535.75
721.0,672.0,169.0,20.0,395.5
352.0,672.0,935.0,318.0,569.25
108.0,487.0,288.0,49.0,233.0
472.0,858.0,979.0,863.0,793.0
90.0,661.0,83.0,823.0,414.25
378.0,619.0,468.0,126.0,397.75
622.0,699.0,982.0,995.0,824.5
937.0,824.0,747.0,72.0,645.0
374.0,319.0,788.0,986.0,616.75
331.0,134.0,40.0,462.0,241.75
318.0,110.0,581.0,904.0,478.25
156.0,841.0,279.0,295.0,392.75
241.0,559.0,633.0,652.0,521.25
44.0,545.0,491.0,394.0,368.5
126.0,216.0,685.0,990.0,504.25
546.0,152.0,31.0,771.0,375.0
697.0,903.0,511.0,550.0,665.25
662.0,299.0,795.0,929.0,671.25
112.0,623.0,152.0,690.0,394.25
665.0,163.0,840.0,468.0,534.0
691.0,533.0,89.0,474.0,446.75
991.0,438.0,868.0,50.0,586.75
419.0,15.0,431.0,809.0,418.5
186.0,14.0,400.0,949.0,387.25
588.0,937.0,435.0,704.0,666.0
480.0,693.0,827.0,866.0,716.5
85.0,762.0,848.0,665.0,590.0
992.0,645.0,321.0,354.0,578.0
545.0,375.0,483.0,675.0,519.5
38.0,723.0,962.0,952.0,668.75
646.0,210.0,974.0,326.0,539.0
880.0,398.0,824.0,493.0,648.75
967.0,939.0,705.0,60.0,667.75
745.0,892.0,676.0,532.0,711.25
469.0,728.0,465.0,219.0,470.25
959.0,793.0,872.0,696.0,830.0
545.0,240.0,592.0,936.0,578.25
785.0,89.0,724.0,945.0,635.75
293.0,887.0,651.0,238.0,517.25
76.0,4.0,176.0,720.0,244.0
166.0,367.0,591.0,860.0,496.0
236.0,928.0,957.0,785.0,726.5
297.0,432.0,335.0,709.0,443.25
624.0,958.0,136.0,66.0,446.0
808.0,97.0,299.0,891.0,523.75
826.0,745.0,226.0,732.0,632.25
279.0,933.0,875.0,387.0,618.5
159.0,838.0,223.0,716.0,484.0
748.0,292.0,15.0,333.0,347.0
596.0,565.0,513.0,632.0,576.5
923.0,194.0,797.0,371.0,571.25
401.0,833.0,363.0,174.0,442.75
822.0,804.0,184.0,81.0,472.75
584.0,831.0,297.0,853.0,641.25
980.0,374.0,140.0,507.0,500.25
159.0,368.0,952.0,413.0,473.0
718.0,10.0,366.0,984.0,519.5
152.0,152.0,501.0,58.0,215.75
149.0,870.0,82.0,290.0,347.75
410.0,18.0,668.0,549.0,411.25
87.0,907.0,543.0,758.0,573.75
211.0,178.0,23.0,155.0,141.75
480.0,587.0,712.0,523.0,575.5
800.0,439.0,961.0,658.0,714.5
869.0,727.0,855.0,508.0,739.75
384.0,636.0,521.0,167.0,427.0
767.0,704.0,326.0,959.0,689.0
556.0,433.0,989.0,587.0,641.25
952.0,784.0,451.0,735.0,730.5
120.0,956.0,631.0,89.0,449.0
745.0,376.0,365.0,541.0,506.75
342.0,265.0,49.0,802.0,364.5
770.0,382.0,964.0,213.0,582.25
391.0,792.0,829.0,367.0,594.75
963.0,398.0,12.0,802.0,543.75
982.0,23.0,135.0,326.0,366.5
830.0,283.0,786.0,373.0,568.0
313.0,422.0,723.0,377.0,458.75
526.0,515.0,789.0,690.0,630.0
40.0,125.0,37.0,457.0,164.75
574.0,865.0,209.0,915.0,640.75
209.0,590.0,318.0,394.0,377.75
166.0,694.0,274.0,749.0,470.75
192.0,8.0,255.0,912.0,341.75
191.0,879.0,27.0,408.0,376.25
455.0,646.0,719.0,72.0,473.0
977.0,214.0,633.0,270.0,523.5
848.0,721.0,190.0,642.0,600.25
791.0,531.0,258.0,461.0,510.25
47.0,179.0,889.0,510.0,406.25
461.0,351.0,874.0,392.0,519.5
797.0,391.0,892.0,291.0,592.75
333.0,212.0,716.0,841.0,525.5
786.0,575.0,375.0,129.0,466.25
548.0,887.0,5.0,611.0,512.75
777.0,980.0,551.0,766.0,768.5
83.0,785.0,205.0,237.0,327.5
601.0,662.0,255.0,809.0,581.75
748.0,16.0,274.0,257.0,323.75
765.0,30.0,462.0,344.0,400.25
335.0,801.0,665.0,821.0,655.5
210.0,920.0,458.0,94.0,420.5
877.0,571.0,572.0,468.0,622.0
65.0,309.0,136.0,340.0,212.5
898.0,131.0,471.0,959.0,614.75
69.0,217.0,500.0,441.0,306.75
320.0,393.0,573.0,570.0,464.0
225.0,712.0,443.0,265.0,411.25
801.0,712.0,277.0,696.0,621.5
198.0,83.0,50.0,767.0,274.5
173.0,353.0,293.0,954.0,443.25
186.0,564.0,209.0,438.0,349.25
125.0,809.0,819.0,730.0,620.75
897.0,266.0,452.0,685.0,575.0
39.0,347.0,201.0,434.0,255.25
676.0,69.0,131.0,337.0,303.25
746.0,16.0,101.0,551.0,353.5
247.0,881.0,967.0,979.0,768.5
940.0,659.0,346.0,108.0,513.25
93.0,681.0,705.0,266.0,436.25
440.0,342.0,767.0,894.0,610.75
712.0,68.0,385.0,400.0,391.25
400.0,563.0,875.0,638.0,619.0
911.0,746.0,898.0,180.0,683.75
157.0,695.0,147.0,833.0,458.0
504.0,256.0,536.0,485.0,445.25
917.0,392.0,884.0,96.0,572.25
44.0,580.0,541.0,761.0,481.5
361.0,949.0,605.0,462.0,594.25
235.0,569.0,345.0,788.0,484.25
137.0,538.0,227.0,460.0,340.5
294.0,6.0,108.0,544.0,238.0
370.0,453.0,22.0,70.0,228.75
954.0,597.0,653.0,771.0,743.75
438.0,346.0,272.0,103.0,289.75
4.0,444.0,438.0,617.0,375.75
726.0,702.0,252.0,406.0,521.5
803.0,830.0,385.0,328.0,586.5
245.0,314.0,11.0,931.0,375.25
772.0,234.0,457.0,945.0,602.0
